,date,location,new_cases,new_deaths,total_cases,total_deaths
2968,2020-02-26,Czech Republic,0,0,0,0
2969,2020-02-27,Czech Republic,0,0,0,0
2970,2020-02-28,Czech Republic,0,0,0,0
2971,2020-02-29,Czech Republic,0,0,0,0
2972,2020-03-01,Czech Republic,0,0,0,0
2973,2020-03-02,Czech Republic,3,0,3,0
2974,2020-03-03,Czech Republic,2,0,5,0
2975,2020-03-04,Czech Republic,0,0,5,0
2976,2020-03-05,Czech Republic,3,0,8,0
2977,2020-03-06,Czech Republic,4,0,12,0
2978,2020-03-07,Czech Republic,7,0,19,0
2979,2020-03-08,Czech Republic,7,0,26,0
2980,2020-03-09,Czech Republic,6,0,32,0
2981,2020-03-10,Czech Republic,8,0,40,0
2982,2020-03-11,Czech Republic,23,0,63,0
2983,2020-03-12,Czech Republic,31,0,94,0
2984,2020-03-13,Czech Republic,22,0,116,0
2985,2020-03-14,Czech Republic,34,0,150,0
2986,2020-03-15,Czech Republic,64,0,214,0
2987,2020-03-16,Czech Republic,84,0,298,0
2988,2020-03-17,Czech Republic,46,0,344,0
2989,2020-03-18,Czech Republic,90,0,434,0
2990,2020-03-19,Czech Republic,88,0,522,0
2991,2020-03-20,Czech Republic,172,0,694,0
2992,2020-03-21,Czech Republic,210,0,904,0
2993,2020-03-22,Czech Republic,91,0,995,0
2994,2020-03-23,Czech Republic,170,1,1165,1
2995,2020-03-24,Czech Republic,71,0,1236,1
2996,2020-03-25,Czech Republic,158,2,1394,3
2997,2020-03-26,Czech Republic,260,3,1654,6
2998,2020-03-27,Czech Republic,408,3,2062,9
2999,2020-03-28,Czech Republic,217,0,2279,9
3000,2020-03-29,Czech Republic,384,2,2663,11
3001,2020-03-30,Czech Republic,166,5,2829,16
3002,2020-03-31,Czech Republic,173,8,3002,24
3003,2020-04-01,Czech Republic,306,7,3308,31
3004,2020-04-02,Czech Republic,281,8,3589,39
3005,2020-04-03,Czech Republic,269,5,3858,44
3006,2020-04-04,Czech Republic,332,9,4190,53
3007,2020-04-05,Czech Republic,282,6,4472,59
3008,2020-04-06,Czech Republic,115,8,4587,67
3009,2020-04-07,Czech Republic,235,11,4822,78
3010,2020-04-08,Czech Republic,195,10,5017,88
3011,2020-04-09,Czech Republic,295,11,5312,99
3012,2020-04-10,Czech Republic,257,13,5569,112
3013,2020-04-11,Czech Republic,163,7,5732,119
3014,2020-04-12,Czech Republic,170,10,5902,129
3015,2020-04-13,Czech Republic,89,9,5991,138
3016,2020-04-14,Czech Republic,68,5,6059,143
3017,2020-04-15,Czech Republic,82,18,6141,161
3018,2020-04-16,Czech Republic,162,5,6303,166
3019,2020-04-17,Czech Republic,130,3,6433,169
3020,2020-04-18,Czech Republic,116,4,6549,173
3021,2020-04-19,Czech Republic,105,8,6654,181
3022,2020-04-20,Czech Republic,133,7,6787,188
3023,2020-04-21,Czech Republic,127,8,6914,196
3024,2020-04-22,Czech Republic,127,5,7041,201
3025,2020-04-23,Czech Republic,95,9,7136,210
3026,2020-03-11,Democratic Republic of Congo,1,0,1,0
3027,2020-03-14,Democratic Republic of Congo,1,0,2,0
3028,2020-03-15,Democratic Republic of Congo,0,0,2,0
3029,2020-03-16,Democratic Republic of Congo,0,0,2,0
3030,2020-03-17,Democratic Republic of Congo,1,0,3,0
3031,2020-03-18,Democratic Republic of Congo,0,0,3,0
3032,2020-03-19,Democratic Republic of Congo,11,0,14,0
3033,2020-03-20,Democratic Republic of Congo,0,0,14,0
3034,2020-03-21,Democratic Republic of Congo,0,0,14,0
3035,2020-03-22,Democratic Republic of Congo,9,1,23,1
3036,2020-03-23,Democratic Republic of Congo,3,1,26,2
3037,2020-03-24,Democratic Republic of Congo,0,0,26,2
3038,2020-03-25,Democratic Republic of Congo,19,1,45,3
3039,2020-03-26,Democratic Republic of Congo,0,0,45,3
3040,2020-03-27,Democratic Republic of Congo,9,1,54,4
3041,2020-03-28,Democratic Republic of Congo,4,0,58,4
3042,2020-03-29,Democratic Republic of Congo,0,2,58,6
3043,2020-03-30,Democratic Republic of Congo,23,2,81,8
3044,2020-03-31,Democratic Republic of Congo,17,0,98,8
3045,2020-04-01,Democratic Republic of Congo,0,0,98,8
3046,2020-04-02,Democratic Republic of Congo,25,3,123,11
3047,2020-04-03,Democratic Republic of Congo,0,0,123,11
3048,2020-04-04,Democratic Republic of Congo,11,2,134,13
3049,2020-04-05,Democratic Republic of Congo,20,5,154,18
3050,2020-04-06,Democratic Republic of Congo,0,0,154,18
3051,2020-04-07,Democratic Republic of Congo,7,0,161,18
3052,2020-04-08,Democratic Republic of Congo,19,0,180,18
3053,2020-04-09,Democratic Republic of Congo,3,2,183,20
3054,2020-04-10,Democratic Republic of Congo,32,0,215,20
3055,2020-04-11,Democratic Republic of Congo,8,0,223,20
3056,2020-04-12,Democratic Republic of Congo,11,0,234,20
3057,2020-04-13,Democratic Republic of Congo,0,0,234,20
3058,2020-04-14,Democratic Republic of Congo,1,0,235,20
3059,2020-04-15,Democratic Republic of Congo,19,1,254,21
3060,2020-04-16,Democratic Republic of Congo,13,1,267,22
3061,2020-04-17,Democratic Republic of Congo,20,1,287,23
3062,2020-04-18,Democratic Republic of Congo,20,2,307,25
3063,2020-04-19,Democratic Republic of Congo,20,0,327,25
3064,2020-04-20,Democratic Republic of Congo,5,0,332,25
3065,2020-04-21,Democratic Republic of Congo,18,0,350,25
3066,2020-04-22,Democratic Republic of Congo,9,0,359,25
3067,2020-04-23,Democratic Republic of Congo,18,0,377,25
3068,2019-12-31,Denmark,0,0,0,0
3069,2020-01-01,Denmark,0,0,0,0
3070,2020-01-02,Denmark,0,0,0,0
3071,2020-01-03,Denmark,0,0,0,0
3072,2020-01-04,Denmark,0,0,0,0
3073,2020-01-05,Denmark,0,0,0,0
3074,2020-01-06,Denmark,0,0,0,0
3075,2020-01-07,Denmark,0,0,0,0
3076,2020-01-08,Denmark,0,0,0,0
3077,2020-01-09,Denmark,0,0,0,0
3078,2020-01-10,Denmark,0,0,0,0
3079,2020-01-11,Denmark,0,0,0,0
3080,2020-01-12,Denmark,0,0,0,0
3081,2020-01-13,Denmark,0,0,0,0
3082,2020-01-14,Denmark,0,0,0,0
3083,2020-01-15,Denmark,0,0,0,0
3084,2020-01-16,Denmark,0,0,0,0
3085,2020-01-17,Denmark,0,0,0,0
3086,2020-01-18,Denmark,0,0,0,0
3087,2020-01-19,Denmark,0,0,0,0
3088,2020-01-20,Denmark,0,0,0,0
3089,2020-01-21,Denmark,0,0,0,0
3090,2020-01-22,Denmark,0,0,0,0
3091,2020-01-23,Denmark,0,0,0,0
3092,2020-01-24,Denmark,0,0,0,0
3093,2020-01-25,Denmark,0,0,0,0
3094,2020-01-26,Denmark,0,0,0,0
3095,2020-01-27,Denmark,0,0,0,0
3096,2020-01-28,Denmark,0,0,0,0
3097,2020-01-29,Denmark,0,0,0,0
3098,2020-01-30,Denmark,0,0,0,0
3099,2020-01-31,Denmark,0,0,0,0
3100,2020-02-01,Denmark,0,0,0,0
3101,2020-02-02,Denmark,0,0,0,0
3102,2020-02-03,Denmark,0,0,0,0
3103,2020-02-04,Denmark,0,0,0,0
3104,2020-02-05,Denmark,0,0,0,0
3105,2020-02-06,Denmark,0,0,0,0
3106,2020-02-07,Denmark,0,0,0,0
3107,2020-02-08,Denmark,0,0,0,0
3108,2020-02-09,Denmark,0,0,0,0
3109,2020-02-10,Denmark,0,0,0,0
3110,2020-02-11,Denmark,0,0,0,0
3111,2020-02-12,Denmark,0,0,0,0
3112,2020-02-13,Denmark,0,0,0,0
3113,2020-02-14,Denmark,0,0,0,0
3114,2020-02-15,Denmark,0,0,0,0
3115,2020-02-16,Denmark,0,0,0,0
3116,2020-02-17,Denmark,0,0,0,0
3117,2020-02-18,Denmark,0,0,0,0
3118,2020-02-19,Denmark,0,0,0,0
3119,2020-02-20,Denmark,0,0,0,0
3120,2020-02-21,Denmark,0,0,0,0
3121,2020-02-22,Denmark,0,0,0,0
3122,2020-02-23,Denmark,0,0,0,0
3123,2020-02-24,Denmark,0,0,0,0
3124,2020-02-25,Denmark,0,0,0,0
3125,2020-02-26,Denmark,0,0,0,0
3126,2020-02-27,Denmark,1,0,1,0
3127,2020-02-28,Denmark,0,0,1,0
3128,2020-02-29,Denmark,1,0,2,0
3129,2020-03-01,Denmark,1,0,3,0
3130,2020-03-02,Denmark,1,0,4,0
3131,2020-03-03,Denmark,1,0,5,0
3132,2020-03-04,Denmark,3,0,8,0
3133,2020-03-05,Denmark,2,0,10,0
3134,2020-03-06,Denmark,10,0,20,0
3135,2020-03-07,Denmark,3,0,23,0
3136,2020-03-08,Denmark,8,0,31,0
3137,2020-03-09,Denmark,7,0,38,0
3138,2020-03-10,Denmark,75,0,113,0
3139,2020-03-11,Denmark,151,0,264,0
3140,2020-03-12,Denmark,252,0,516,0
3141,2020-03-13,Denmark,160,0,676,0
3142,2020-03-14,Denmark,128,0,804,0
3143,2020-03-15,Denmark,23,0,827,0
3144,2020-03-16,Denmark,48,1,875,1
3145,2020-03-17,Denmark,57,0,932,1
3146,2020-03-18,Denmark,92,3,1024,4
3147,2020-03-19,Denmark,91,0,1115,4
3148,2020-03-20,Denmark,36,2,1151,6
3149,2020-03-21,Denmark,104,3,1255,9
3150,2020-03-22,Denmark,71,4,1326,13
3151,2020-03-23,Denmark,69,0,1395,13
3152,2020-03-24,Denmark,65,11,1460,24
3153,2020-03-25,Denmark,131,8,1591,32
3154,2020-03-26,Denmark,133,2,1724,34
3155,2020-03-27,Denmark,153,7,1877,41
3156,2020-03-28,Denmark,169,11,2046,52
3157,2020-03-29,Denmark,155,13,2201,65
3158,2020-03-30,Denmark,194,7,2395,72
3159,2020-03-31,Denmark,182,5,2577,77
3160,2020-04-01,Denmark,283,13,2860,90
3161,2020-04-02,Denmark,247,14,3107,104
3162,2020-04-03,Denmark,279,19,3386,123
3163,2020-04-04,Denmark,371,16,3757,139
3164,2020-04-05,Denmark,320,22,4077,161
3165,2020-04-06,Denmark,292,18,4369,179
3166,2020-04-07,Denmark,312,8,4681,187
3167,2020-04-08,Denmark,390,16,5071,203
3168,2020-04-09,Denmark,331,15,5402,218
3169,2020-04-10,Denmark,233,19,5635,237
3170,2020-04-11,Denmark,184,10,5819,247
3171,2020-04-12,Denmark,177,13,5996,260
3172,2020-04-13,Denmark,178,13,6174,273
3173,2020-04-14,Denmark,144,12,6318,285
3174,2020-04-15,Denmark,193,14,6511,299
3175,2020-04-16,Denmark,170,10,6681,309
3176,2020-04-17,Denmark,198,12,6879,321
3177,2020-04-18,Denmark,194,15,7073,336
3178,2020-04-19,Denmark,169,10,7242,346
3179,2020-04-20,Denmark,142,9,7384,355
3180,2020-04-21,Denmark,131,9,7515,364
3181,2020-04-22,Denmark,180,6,7695,370
3182,2020-04-23,Denmark,217,14,7912,384
3183,2020-03-19,Djibouti,1,0,1,0
3184,2020-03-20,Djibouti,0,0,1,0
3185,2020-03-21,Djibouti,0,0,1,0
3186,2020-03-22,Djibouti,0,0,1,0
3187,2020-03-23,Djibouti,0,0,1,0
3188,2020-03-24,Djibouti,2,0,3,0
3189,2020-03-25,Djibouti,0,0,3,0
3190,2020-03-26,Djibouti,9,0,12,0
3191,2020-03-27,Djibouti,0,0,12,0
3192,2020-03-28,Djibouti,1,0,13,0
3193,2020-03-29,Djibouti,2,0,15,0
3194,2020-03-30,Djibouti,4,0,19,0
3195,2020-03-31,Djibouti,7,0,26,0
3196,2020-04-01,Djibouti,5,0,31,0
3197,2020-04-02,Djibouti,3,0,34,0
3198,2020-04-03,Djibouti,7,0,41,0
3199,2020-04-04,Djibouti,0,0,41,0
3200,2020-04-05,Djibouti,10,0,51,0
3201,2020-04-06,Djibouti,8,0,59,0
3202,2020-04-07,Djibouti,31,0,90,0
3203,2020-04-08,Djibouti,31,0,121,0
3204,2020-04-09,Djibouti,14,0,135,0
3205,2020-04-10,Djibouti,5,1,140,1
3206,2020-04-11,Djibouti,10,0,150,1
3207,2020-04-12,Djibouti,37,1,187,2
3208,2020-04-13,Djibouti,27,0,214,2
3209,2020-04-14,Djibouti,84,0,298,2
3210,2020-04-15,Djibouti,65,0,363,2
3211,2020-04-16,Djibouti,72,0,435,2
3212,2020-04-17,Djibouti,156,0,591,2
3213,2020-04-18,Djibouti,141,0,732,2
3214,2020-04-19,Djibouti,0,0,732,2
3215,2020-04-20,Djibouti,114,0,846,2
3216,2020-04-21,Djibouti,0,0,846,2
3217,2020-04-22,Djibouti,99,0,945,2
3218,2020-04-23,Djibouti,29,0,974,2
3219,2020-03-23,Dominica,1,0,1,0
3220,2020-03-24,Dominica,0,0,1,0
3221,2020-03-25,Dominica,1,0,2,0
3222,2020-03-26,Dominica,5,0,7,0
3223,2020-03-27,Dominica,4,0,11,0
3224,2020-03-28,Dominica,0,0,11,0
3225,2020-03-29,Dominica,0,0,11,0
3226,2020-03-30,Dominica,0,0,11,0
3227,2020-03-31,Dominica,0,0,11,0
3228,2020-04-01,Dominica,0,0,11,0
3229,2020-04-02,Dominica,1,0,12,0
3230,2020-04-03,Dominica,0,0,12,0
3231,2020-04-04,Dominica,2,0,14,0
3232,2020-04-05,Dominica,0,0,14,0
3233,2020-04-06,Dominica,0,0,14,0
3234,2020-04-07,Dominica,1,0,15,0
3235,2020-04-08,Dominica,0,0,15,0
3236,2020-04-09,Dominica,0,0,15,0
3237,2020-04-10,Dominica,1,0,16,0
3238,2020-04-11,Dominica,0,0,16,0
3239,2020-04-12,Dominica,0,0,16,0
3240,2020-04-13,Dominica,0,0,16,0
3241,2020-04-14,Dominica,0,0,16,0
3242,2020-04-15,Dominica,0,0,16,0
3243,2020-04-16,Dominica,0,0,16,0
3244,2020-04-17,Dominica,0,0,16,0
3245,2020-04-18,Dominica,0,0,16,0
3246,2020-04-19,Dominica,0,0,16,0
3247,2020-04-20,Dominica,0,0,16,0
3248,2020-04-21,Dominica,0,0,16,0
3249,2020-04-22,Dominica,0,0,16,0
3250,2020-04-23,Dominica,0,0,16,0
3251,2019-12-31,Dominican Republic,0,0,0,0
3252,2020-01-01,Dominican Republic,0,0,0,0
3253,2020-01-02,Dominican Republic,0,0,0,0
3254,2020-01-03,Dominican Republic,0,0,0,0
3255,2020-01-04,Dominican Republic,0,0,0,0
3256,2020-01-05,Dominican Republic,0,0,0,0
3257,2020-01-06,Dominican Republic,0,0,0,0
3258,2020-01-07,Dominican Republic,0,0,0,0
3259,2020-01-08,Dominican Republic,0,0,0,0
3260,2020-01-09,Dominican Republic,0,0,0,0
3261,2020-01-10,Dominican Republic,0,0,0,0
3262,2020-01-11,Dominican Republic,0,0,0,0
3263,2020-01-12,Dominican Republic,0,0,0,0
3264,2020-01-13,Dominican Republic,0,0,0,0
3265,2020-01-14,Dominican Republic,0,0,0,0
3266,2020-01-15,Dominican Republic,0,0,0,0
3267,2020-01-16,Dominican Republic,0,0,0,0
3268,2020-01-17,Dominican Republic,0,0,0,0
3269,2020-01-18,Dominican Republic,0,0,0,0
3270,2020-01-19,Dominican Republic,0,0,0,0
3271,2020-01-20,Dominican Republic,0,0,0,0
3272,2020-01-21,Dominican Republic,0,0,0,0
3273,2020-01-22,Dominican Republic,0,0,0,0
3274,2020-01-23,Dominican Republic,0,0,0,0
3275,2020-01-24,Dominican Republic,0,0,0,0
3276,2020-01-25,Dominican Republic,0,0,0,0
3277,2020-01-26,Dominican Republic,0,0,0,0
3278,2020-01-27,Dominican Republic,0,0,0,0
3279,2020-01-28,Dominican Republic,0,0,0,0
3280,2020-01-29,Dominican Republic,0,0,0,0
3281,2020-01-30,Dominican Republic,0,0,0,0
3282,2020-01-31,Dominican Republic,0,0,0,0
3283,2020-02-01,Dominican Republic,0,0,0,0
3284,2020-02-02,Dominican Republic,0,0,0,0
3285,2020-02-03,Dominican Republic,0,0,0,0
3286,2020-02-04,Dominican Republic,0,0,0,0
3287,2020-02-05,Dominican Republic,0,0,0,0
3288,2020-02-06,Dominican Republic,0,0,0,0
3289,2020-02-07,Dominican Republic,0,0,0,0
3290,2020-02-08,Dominican Republic,0,0,0,0
3291,2020-02-09,Dominican Republic,0,0,0,0
3292,2020-02-10,Dominican Republic,0,0,0,0
3293,2020-02-11,Dominican Republic,0,0,0,0
3294,2020-02-12,Dominican Republic,0,0,0,0
3295,2020-02-13,Dominican Republic,0,0,0,0
3296,2020-02-14,Dominican Republic,0,0,0,0
3297,2020-02-15,Dominican Republic,0,0,0,0
3298,2020-02-16,Dominican Republic,0,0,0,0
3299,2020-02-17,Dominican Republic,0,0,0,0
3300,2020-02-18,Dominican Republic,0,0,0,0
3301,2020-02-19,Dominican Republic,0,0,0,0
3302,2020-02-20,Dominican Republic,0,0,0,0
3303,2020-02-21,Dominican Republic,0,0,0,0
3304,2020-02-22,Dominican Republic,0,0,0,0
3305,2020-02-23,Dominican Republic,0,0,0,0
3306,2020-02-24,Dominican Republic,0,0,0,0
3307,2020-02-25,Dominican Republic,0,0,0,0
3308,2020-02-26,Dominican Republic,0,0,0,0
3309,2020-02-27,Dominican Republic,0,0,0,0
3310,2020-02-28,Dominican Republic,0,0,0,0
3311,2020-02-29,Dominican Republic,0,0,0,0
3312,2020-03-01,Dominican Republic,0,0,0,0
3313,2020-03-02,Dominican Republic,1,0,1,0
3314,2020-03-07,Dominican Republic,1,0,2,0
3315,2020-03-10,Dominican Republic,3,0,5,0
3316,2020-03-14,Dominican Republic,6,0,11,0
3317,2020-03-15,Dominican Republic,0,0,11,0
3318,2020-03-16,Dominican Republic,0,0,11,0
3319,2020-03-17,Dominican Republic,0,0,11,0
3320,2020-03-18,Dominican Republic,0,0,11,0
3321,2020-03-19,Dominican Republic,10,0,21,0
3322,2020-03-20,Dominican Republic,0,0,21,0
3323,2020-03-21,Dominican Republic,13,2,34,2
3324,2020-03-22,Dominican Republic,78,1,112,3
3325,2020-03-23,Dominican Republic,90,0,202,3
3326,2020-03-24,Dominican Republic,43,0,245,3
3327,2020-03-25,Dominican Republic,67,3,312,6
3328,2020-03-26,Dominican Republic,80,4,392,10
3329,2020-03-27,Dominican Republic,96,0,488,10
3330,2020-03-28,Dominican Republic,93,10,581,20
3331,2020-03-29,Dominican Republic,138,8,719,28
3332,2020-03-30,Dominican Republic,140,11,859,39
3333,2020-03-31,Dominican Republic,42,3,901,42
3334,2020-04-01,Dominican Republic,208,9,1109,51
3335,2020-04-02,Dominican Republic,175,6,1284,57
3336,2020-04-03,Dominican Republic,96,3,1380,60
3337,2020-04-04,Dominican Republic,108,8,1488,68
3338,2020-04-05,Dominican Republic,90,9,1578,77
3339,2020-04-06,Dominican Republic,167,5,1745,82
3340,2020-04-07,Dominican Republic,83,4,1828,86
3341,2020-04-08,Dominican Republic,128,12,1956,98
3342,2020-04-09,Dominican Republic,155,10,2111,108
3343,2020-04-10,Dominican Republic,238,10,2349,118
3344,2020-04-11,Dominican Republic,271,8,2620,126
3345,2020-04-12,Dominican Republic,139,9,2759,135
3346,2020-04-13,Dominican Republic,208,38,2967,173
3347,2020-04-14,Dominican Republic,200,4,3167,177
3348,2020-04-15,Dominican Republic,119,6,3286,183
3349,2020-04-16,Dominican Republic,328,6,3614,189
3350,2020-04-17,Dominican Republic,141,7,3755,196
3351,2020-04-18,Dominican Republic,371,4,4126,200
3352,2020-04-19,Dominican Republic,209,17,4335,217
3353,2020-04-20,Dominican Republic,345,9,4680,226
3354,2020-04-21,Dominican Republic,284,9,4964,235
3355,2020-04-22,Dominican Republic,80,10,5044,245
3356,2020-04-23,Dominican Republic,256,15,5300,260
3357,2019-12-31,Ecuador,0,0,0,0
3358,2020-01-01,Ecuador,0,0,0,0
3359,2020-01-02,Ecuador,0,0,0,0
3360,2020-01-03,Ecuador,0,0,0,0
3361,2020-01-04,Ecuador,0,0,0,0
3362,2020-01-05,Ecuador,0,0,0,0
3363,2020-01-06,Ecuador,0,0,0,0
3364,2020-01-07,Ecuador,0,0,0,0
3365,2020-01-08,Ecuador,0,0,0,0
3366,2020-01-09,Ecuador,0,0,0,0
3367,2020-01-10,Ecuador,0,0,0,0
3368,2020-01-11,Ecuador,0,0,0,0
3369,2020-01-12,Ecuador,0,0,0,0
3370,2020-01-13,Ecuador,0,0,0,0
3371,2020-01-14,Ecuador,0,0,0,0
3372,2020-01-15,Ecuador,0,0,0,0
3373,2020-01-16,Ecuador,0,0,0,0
3374,2020-01-17,Ecuador,0,0,0,0
3375,2020-01-18,Ecuador,0,0,0,0
3376,2020-01-19,Ecuador,0,0,0,0
3377,2020-01-20,Ecuador,0,0,0,0
3378,2020-01-21,Ecuador,0,0,0,0
3379,2020-01-22,Ecuador,0,0,0,0
3380,2020-01-23,Ecuador,0,0,0,0
3381,2020-01-24,Ecuador,0,0,0,0
3382,2020-01-25,Ecuador,0,0,0,0
3383,2020-01-26,Ecuador,0,0,0,0
3384,2020-01-27,Ecuador,0,0,0,0
3385,2020-01-28,Ecuador,0,0,0,0
3386,2020-01-29,Ecuador,0,0,0,0
3387,2020-01-30,Ecuador,0,0,0,0
3388,2020-01-31,Ecuador,0,0,0,0
3389,2020-02-01,Ecuador,0,0,0,0
3390,2020-02-02,Ecuador,0,0,0,0
3391,2020-02-03,Ecuador,0,0,0,0
3392,2020-02-04,Ecuador,0,0,0,0
3393,2020-02-05,Ecuador,0,0,0,0
3394,2020-02-06,Ecuador,0,0,0,0
3395,2020-02-07,Ecuador,0,0,0,0
3396,2020-02-08,Ecuador,0,0,0,0
3397,2020-02-09,Ecuador,0,0,0,0
3398,2020-02-10,Ecuador,0,0,0,0
3399,2020-02-11,Ecuador,0,0,0,0
3400,2020-02-12,Ecuador,0,0,0,0
3401,2020-02-13,Ecuador,0,0,0,0
3402,2020-02-14,Ecuador,0,0,0,0
3403,2020-02-15,Ecuador,0,0,0,0
3404,2020-02-16,Ecuador,0,0,0,0
3405,2020-02-17,Ecuador,0,0,0,0
3406,2020-02-18,Ecuador,0,0,0,0
3407,2020-02-19,Ecuador,0,0,0,0
3408,2020-02-20,Ecuador,0,0,0,0
3409,2020-02-21,Ecuador,0,0,0,0
3410,2020-02-22,Ecuador,0,0,0,0
3411,2020-02-23,Ecuador,0,0,0,0
3412,2020-02-24,Ecuador,0,0,0,0
3413,2020-02-25,Ecuador,0,0,0,0
3414,2020-02-26,Ecuador,0,0,0,0
3415,2020-02-27,Ecuador,0,0,0,0
3416,2020-02-28,Ecuador,0,0,0,0
3417,2020-02-29,Ecuador,0,0,0,0
3418,2020-03-01,Ecuador,1,0,1,0
3419,2020-03-02,Ecuador,5,0,6,0
3420,2020-03-03,Ecuador,1,0,7,0
3421,2020-03-05,Ecuador,3,0,10,0
3422,2020-03-06,Ecuador,3,0,13,0
3423,2020-03-09,Ecuador,1,0,14,0
3424,2020-03-10,Ecuador,1,0,15,0
3425,2020-03-11,Ecuador,2,0,17,0
3426,2020-03-14,Ecuador,6,1,23,1
3427,2020-03-15,Ecuador,5,1,28,2
3428,2020-03-16,Ecuador,9,0,37,2
3429,2020-03-17,Ecuador,21,0,58,2
3430,2020-03-18,Ecuador,53,0,111,2
3431,2020-03-19,Ecuador,57,1,168,3
3432,2020-03-20,Ecuador,31,0,199,3
3433,2020-03-21,Ecuador,227,4,426,7
3434,2020-03-22,Ecuador,106,0,532,7
3435,2020-03-23,Ecuador,257,7,789,14
3436,2020-03-24,Ecuador,192,4,981,18
3437,2020-03-25,Ecuador,101,9,1082,27
3438,2020-03-26,Ecuador,129,2,1211,29
3439,2020-03-27,Ecuador,192,5,1403,34
3440,2020-03-28,Ecuador,224,7,1627,41
3441,2020-03-29,Ecuador,208,7,1835,48
3442,2020-03-30,Ecuador,55,10,1890,58
3443,2020-03-31,Ecuador,76,4,1966,62
3444,2020-04-01,Ecuador,336,17,2302,79
3445,2020-04-02,Ecuador,456,41,2758,120
3446,2020-04-03,Ecuador,405,0,3163,120
3447,2020-04-04,Ecuador,205,25,3368,145
3448,2020-04-05,Ecuador,97,27,3465,172
3449,2020-04-06,Ecuador,181,8,3646,180
3450,2020-04-07,Ecuador,101,11,3747,191
3451,2020-04-08,Ecuador,248,29,3995,220
3452,2020-04-09,Ecuador,455,22,4450,242
3453,2020-04-10,Ecuador,515,30,4965,272
3454,2020-04-11,Ecuador,2196,25,7161,297
3455,2020-04-12,Ecuador,96,18,7257,315
3456,2020-04-13,Ecuador,209,18,7466,333
3457,2020-04-14,Ecuador,63,22,7529,355
3458,2020-04-15,Ecuador,74,0,7603,355
3459,2020-04-16,Ecuador,255,33,7858,388
3460,2020-04-17,Ecuador,367,15,8225,403
3461,2020-04-18,Ecuador,225,18,8450,421
3462,2020-04-19,Ecuador,572,35,9022,456
3463,2020-04-20,Ecuador,446,18,9468,474
3464,2020-04-21,Ecuador,660,33,10128,507
3465,2020-04-22,Ecuador,270,13,10398,520
3466,2020-04-23,Ecuador,452,17,10850,537
3467,2019-12-31,Egypt,0,0,0,0
3468,2020-01-01,Egypt,0,0,0,0
3469,2020-01-02,Egypt,0,0,0,0
3470,2020-01-03,Egypt,0,0,0,0
3471,2020-01-04,Egypt,0,0,0,0
3472,2020-01-05,Egypt,0,0,0,0
3473,2020-01-06,Egypt,0,0,0,0
3474,2020-01-07,Egypt,0,0,0,0
3475,2020-01-08,Egypt,0,0,0,0
3476,2020-01-09,Egypt,0,0,0,0
3477,2020-01-10,Egypt,0,0,0,0
3478,2020-01-11,Egypt,0,0,0,0
3479,2020-01-12,Egypt,0,0,0,0
3480,2020-01-13,Egypt,0,0,0,0
3481,2020-01-14,Egypt,0,0,0,0
3482,2020-01-15,Egypt,0,0,0,0
3483,2020-01-16,Egypt,0,0,0,0
3484,2020-01-17,Egypt,0,0,0,0
3485,2020-01-18,Egypt,0,0,0,0
3486,2020-01-19,Egypt,0,0,0,0
3487,2020-01-20,Egypt,0,0,0,0
3488,2020-01-21,Egypt,0,0,0,0
3489,2020-01-22,Egypt,0,0,0,0
3490,2020-01-23,Egypt,0,0,0,0
3491,2020-01-24,Egypt,0,0,0,0
3492,2020-01-25,Egypt,0,0,0,0
3493,2020-01-26,Egypt,0,0,0,0
3494,2020-01-27,Egypt,0,0,0,0
3495,2020-01-28,Egypt,0,0,0,0
3496,2020-01-29,Egypt,0,0,0,0
3497,2020-01-30,Egypt,0,0,0,0
3498,2020-01-31,Egypt,0,0,0,0
3499,2020-02-01,Egypt,0,0,0,0
3500,2020-02-02,Egypt,0,0,0,0
3501,2020-02-03,Egypt,0,0,0,0
3502,2020-02-04,Egypt,0,0,0,0
3503,2020-02-05,Egypt,0,0,0,0
3504,2020-02-06,Egypt,0,0,0,0
3505,2020-02-07,Egypt,0,0,0,0
3506,2020-02-08,Egypt,0,0,0,0
3507,2020-02-09,Egypt,0,0,0,0
3508,2020-02-10,Egypt,0,0,0,0
3509,2020-02-11,Egypt,0,0,0,0
3510,2020-02-12,Egypt,0,0,0,0
3511,2020-02-13,Egypt,0,0,0,0
3512,2020-02-14,Egypt,0,0,0,0
3513,2020-02-15,Egypt,1,0,1,0
3514,2020-02-16,Egypt,0,0,1,0
3515,2020-02-17,Egypt,0,0,1,0
3516,2020-02-18,Egypt,0,0,1,0
3517,2020-02-19,Egypt,0,0,1,0
3518,2020-02-20,Egypt,0,0,1,0
3519,2020-02-21,Egypt,0,0,1,0
3520,2020-02-22,Egypt,0,0,1,0
3521,2020-02-23,Egypt,0,0,1,0
3522,2020-02-24,Egypt,0,0,1,0
3523,2020-02-25,Egypt,0,0,1,0
3524,2020-02-26,Egypt,0,0,1,0
3525,2020-02-27,Egypt,0,0,1,0
3526,2020-02-28,Egypt,0,0,1,0
3527,2020-02-29,Egypt,0,0,1,0
3528,2020-03-01,Egypt,0,0,1,0
3529,2020-03-02,Egypt,1,0,2,0
3530,2020-03-06,Egypt,1,0,3,0
3531,2020-03-07,Egypt,12,0,15,0
