,date,location,new_cases,new_deaths,total_cases,total_deaths
0,2019-12-31,Afghanistan,0,0,0,0
1,2020-01-01,Afghanistan,0,0,0,0
2,2020-01-02,Afghanistan,0,0,0,0
3,2020-01-03,Afghanistan,0,0,0,0
4,2020-01-04,Afghanistan,0,0,0,0
5,2020-01-05,Afghanistan,0,0,0,0
6,2020-01-06,Afghanistan,0,0,0,0
7,2020-01-07,Afghanistan,0,0,0,0
8,2020-01-08,Afghanistan,0,0,0,0
9,2020-01-09,Afghanistan,0,0,0,0
10,2020-01-10,Afghanistan,0,0,0,0
11,2020-01-11,Afghanistan,0,0,0,0
12,2020-01-12,Afghanistan,0,0,0,0
13,2020-01-13,Afghanistan,0,0,0,0
14,2020-01-14,Afghanistan,0,0,0,0
15,2020-01-15,Afghanistan,0,0,0,0
16,2020-01-16,Afghanistan,0,0,0,0
17,2020-01-17,Afghanistan,0,0,0,0
18,2020-01-18,Afghanistan,0,0,0,0
19,2020-01-19,Afghanistan,0,0,0,0
20,2020-01-20,Afghanistan,0,0,0,0
21,2020-01-21,Afghanistan,0,0,0,0
22,2020-01-22,Afghanistan,0,0,0,0
23,2020-01-23,Afghanistan,0,0,0,0
24,2020-01-24,Afghanistan,0,0,0,0
25,2020-01-25,Afghanistan,0,0,0,0
26,2020-01-26,Afghanistan,0,0,0,0
27,2020-01-27,Afghanistan,0,0,0,0
28,2020-01-28,Afghanistan,0,0,0,0
29,2020-01-29,Afghanistan,0,0,0,0
30,2020-01-30,Afghanistan,0,0,0,0
31,2020-01-31,Afghanistan,0,0,0,0
32,2020-02-01,Afghanistan,0,0,0,0
33,2020-02-02,Afghanistan,0,0,0,0
34,2020-02-03,Afghanistan,0,0,0,0
35,2020-02-04,Afghanistan,0,0,0,0
36,2020-02-05,Afghanistan,0,0,0,0
37,2020-02-06,Afghanistan,0,0,0,0
38,2020-02-07,Afghanistan,0,0,0,0
39,2020-02-08,Afghanistan,0,0,0,0
40,2020-02-09,Afghanistan,0,0,0,0
41,2020-02-10,Afghanistan,0,0,0,0
42,2020-02-11,Afghanistan,0,0,0,0
43,2020-02-12,Afghanistan,0,0,0,0
44,2020-02-13,Afghanistan,0,0,0,0
45,2020-02-14,Afghanistan,0,0,0,0
46,2020-02-15,Afghanistan,0,0,0,0
47,2020-02-16,Afghanistan,0,0,0,0
48,2020-02-17,Afghanistan,0,0,0,0
49,2020-02-18,Afghanistan,0,0,0,0
50,2020-02-19,Afghanistan,0,0,0,0
51,2020-02-20,Afghanistan,0,0,0,0
52,2020-02-21,Afghanistan,0,0,0,0
53,2020-02-22,Afghanistan,0,0,0,0
54,2020-02-23,Afghanistan,0,0,0,0
55,2020-02-24,Afghanistan,0,0,0,0
56,2020-02-25,Afghanistan,1,0,1,0
57,2020-02-26,Afghanistan,0,0,1,0
58,2020-02-27,Afghanistan,0,0,1,0
59,2020-02-28,Afghanistan,0,0,1,0
60,2020-02-29,Afghanistan,0,0,1,0
61,2020-03-01,Afghanistan,0,0,1,0
62,2020-03-02,Afghanistan,0,0,1,0
63,2020-03-08,Afghanistan,3,0,4,0
64,2020-03-11,Afghanistan,3,0,7,0
65,2020-03-15,Afghanistan,3,0,10,0
66,2020-03-16,Afghanistan,6,0,16,0
67,2020-03-17,Afghanistan,5,0,21,0
68,2020-03-18,Afghanistan,1,0,22,0
69,2020-03-19,Afghanistan,0,0,22,0
70,2020-03-20,Afghanistan,0,0,22,0
71,2020-03-21,Afghanistan,2,0,24,0
72,2020-03-22,Afghanistan,0,0,24,0
73,2020-03-23,Afghanistan,10,0,34,0
74,2020-03-24,Afghanistan,6,1,40,1
75,2020-03-25,Afghanistan,2,0,42,1
76,2020-03-26,Afghanistan,33,0,75,1
77,2020-03-27,Afghanistan,0,0,75,1
78,2020-03-28,Afghanistan,16,1,91,2
79,2020-03-29,Afghanistan,15,1,106,3
80,2020-03-30,Afghanistan,8,1,114,4
81,2020-03-31,Afghanistan,27,0,141,4
82,2020-04-01,Afghanistan,25,0,166,4
83,2020-04-02,Afghanistan,26,0,192,4
84,2020-04-03,Afghanistan,43,0,235,4
85,2020-04-04,Afghanistan,0,0,235,4
86,2020-04-05,Afghanistan,35,1,270,5
87,2020-04-06,Afghanistan,29,2,299,7
88,2020-04-07,Afghanistan,38,0,337,7
89,2020-04-08,Afghanistan,30,4,367,11
90,2020-04-09,Afghanistan,56,3,423,14
91,2020-04-10,Afghanistan,61,1,484,15
92,2020-04-11,Afghanistan,37,0,521,15
93,2020-04-12,Afghanistan,34,3,555,18
94,2020-04-13,Afghanistan,52,0,607,18
95,2020-04-14,Afghanistan,58,3,665,21
96,2020-04-15,Afghanistan,49,2,714,23
97,2020-04-16,Afghanistan,70,2,784,25
98,2020-04-17,Afghanistan,10,4,794,29
99,2020-04-18,Afghanistan,51,1,845,30
100,2020-04-19,Afghanistan,63,0,908,30
101,2020-04-20,Afghanistan,88,3,996,33
102,2020-04-21,Afghanistan,35,2,1031,35
103,2020-04-22,Afghanistan,61,1,1092,36
104,2020-04-23,Afghanistan,84,4,1176,40
105,2020-03-09,Albania,2,0,2,0
106,2020-03-10,Albania,4,0,6,0
107,2020-03-11,Albania,4,0,10,0
108,2020-03-12,Albania,1,1,11,1
109,2020-03-13,Albania,12,0,23,1
110,2020-03-14,Albania,10,0,33,1
111,2020-03-15,Albania,5,0,38,1
112,2020-03-16,Albania,4,0,42,1
113,2020-03-17,Albania,9,0,51,1
114,2020-03-18,Albania,4,0,55,1
115,2020-03-19,Albania,4,1,59,2
116,2020-03-20,Albania,11,0,70,2
117,2020-03-21,Albania,0,0,70,2
118,2020-03-22,Albania,6,0,76,2
119,2020-03-23,Albania,13,0,89,2
120,2020-03-24,Albania,11,2,100,4
121,2020-03-25,Albania,23,1,123,5
122,2020-03-26,Albania,23,0,146,5
123,2020-03-27,Albania,28,1,174,6
124,2020-03-28,Albania,12,3,186,9
125,2020-03-29,Albania,11,1,197,10
126,2020-03-30,Albania,15,0,212,10
127,2020-03-31,Albania,11,2,223,12
128,2020-04-01,Albania,20,3,243,15
129,2020-04-02,Albania,16,0,259,15
130,2020-04-03,Albania,18,1,277,16
131,2020-04-04,Albania,27,1,304,17
132,2020-04-05,Albania,29,2,333,19
133,2020-04-06,Albania,28,2,361,21
134,2020-04-07,Albania,16,1,377,22
135,2020-04-08,Albania,6,0,383,22
136,2020-04-09,Albania,17,0,400,22
137,2020-04-10,Albania,9,1,409,23
138,2020-04-11,Albania,7,0,416,23
139,2020-04-12,Albania,17,0,433,23
140,2020-04-13,Albania,13,0,446,23
141,2020-04-14,Albania,21,0,467,23
142,2020-04-15,Albania,8,1,475,24
143,2020-04-16,Albania,19,1,494,25
144,2020-04-17,Albania,24,1,518,26
145,2020-04-18,Albania,21,0,539,26
146,2020-04-19,Albania,9,0,548,26
147,2020-04-20,Albania,14,0,562,26
148,2020-04-21,Albania,22,0,584,26
149,2020-04-22,Albania,25,0,609,26
150,2020-04-23,Albania,25,1,634,27
151,2019-12-31,Algeria,0,0,0,0
152,2020-01-01,Algeria,0,0,0,0
153,2020-01-02,Algeria,0,0,0,0
154,2020-01-03,Algeria,0,0,0,0
155,2020-01-04,Algeria,0,0,0,0
156,2020-01-05,Algeria,0,0,0,0
157,2020-01-06,Algeria,0,0,0,0
158,2020-01-07,Algeria,0,0,0,0
159,2020-01-08,Algeria,0,0,0,0
160,2020-01-09,Algeria,0,0,0,0
161,2020-01-10,Algeria,0,0,0,0
162,2020-01-11,Algeria,0,0,0,0
163,2020-01-12,Algeria,0,0,0,0
164,2020-01-13,Algeria,0,0,0,0
165,2020-01-14,Algeria,0,0,0,0
166,2020-01-15,Algeria,0,0,0,0
167,2020-01-16,Algeria,0,0,0,0
168,2020-01-17,Algeria,0,0,0,0
169,2020-01-18,Algeria,0,0,0,0
170,2020-01-19,Algeria,0,0,0,0
171,2020-01-20,Algeria,0,0,0,0
172,2020-01-21,Algeria,0,0,0,0
173,2020-01-22,Algeria,0,0,0,0
174,2020-01-23,Algeria,0,0,0,0
175,2020-01-24,Algeria,0,0,0,0
176,2020-01-25,Algeria,0,0,0,0
177,2020-01-26,Algeria,0,0,0,0
178,2020-01-27,Algeria,0,0,0,0
179,2020-01-28,Algeria,0,0,0,0
180,2020-01-29,Algeria,0,0,0,0
181,2020-01-30,Algeria,0,0,0,0
182,2020-01-31,Algeria,0,0,0,0
183,2020-02-01,Algeria,0,0,0,0
184,2020-02-02,Algeria,0,0,0,0
185,2020-02-03,Algeria,0,0,0,0
186,2020-02-04,Algeria,0,0,0,0
187,2020-02-05,Algeria,0,0,0,0
188,2020-02-06,Algeria,0,0,0,0
189,2020-02-07,Algeria,0,0,0,0
190,2020-02-08,Algeria,0,0,0,0
191,2020-02-09,Algeria,0,0,0,0
192,2020-02-10,Algeria,0,0,0,0
193,2020-02-11,Algeria,0,0,0,0
194,2020-02-12,Algeria,0,0,0,0
195,2020-02-13,Algeria,0,0,0,0
196,2020-02-14,Algeria,0,0,0,0
197,2020-02-15,Algeria,0,0,0,0
198,2020-02-16,Algeria,0,0,0,0
199,2020-02-17,Algeria,0,0,0,0
200,2020-02-18,Algeria,0,0,0,0
201,2020-02-19,Algeria,0,0,0,0
202,2020-02-20,Algeria,0,0,0,0
203,2020-02-21,Algeria,0,0,0,0
204,2020-02-22,Algeria,0,0,0,0
205,2020-02-23,Algeria,0,0,0,0
206,2020-02-24,Algeria,0,0,0,0
207,2020-02-25,Algeria,0,0,0,0
208,2020-02-26,Algeria,1,0,1,0
209,2020-02-27,Algeria,0,0,1,0
210,2020-02-28,Algeria,0,0,1,0
211,2020-02-29,Algeria,0,0,1,0
212,2020-03-01,Algeria,2,0,3,0
213,2020-03-02,Algeria,0,0,3,0
214,2020-03-04,Algeria,2,0,5,0
215,2020-03-05,Algeria,7,0,12,0
216,2020-03-06,Algeria,5,0,17,0
217,2020-03-09,Algeria,3,0,20,0
218,2020-03-12,Algeria,0,0,20,0
219,2020-03-13,Algeria,5,1,25,1
220,2020-03-14,Algeria,1,1,26,2
221,2020-03-15,Algeria,11,0,37,2
222,2020-03-16,Algeria,11,2,48,4
223,2020-03-17,Algeria,10,0,58,4
224,2020-03-18,Algeria,2,1,60,5
225,2020-03-19,Algeria,12,1,72,6
226,2020-03-20,Algeria,18,1,90,7
227,2020-03-21,Algeria,12,3,102,10
228,2020-03-22,Algeria,37,5,139,15
229,2020-03-23,Algeria,62,2,201,17
230,2020-03-24,Algeria,29,0,230,17
231,2020-03-25,Algeria,34,2,264,19
232,2020-03-26,Algeria,38,2,302,21
233,2020-03-27,Algeria,65,4,367,25
234,2020-03-28,Algeria,42,1,409,26
235,2020-03-29,Algeria,45,3,454,29
236,2020-03-30,Algeria,57,2,511,31
237,2020-03-31,Algeria,73,4,584,35
238,2020-04-01,Algeria,132,9,716,44
239,2020-04-02,Algeria,131,14,847,58
240,2020-04-03,Algeria,139,5,986,63
241,2020-04-04,Algeria,185,42,1171,105
242,2020-04-05,Algeria,80,25,1251,130
243,2020-04-06,Algeria,69,22,1320,152
244,2020-04-07,Algeria,103,21,1423,173
245,2020-04-08,Algeria,45,20,1468,193
246,2020-04-09,Algeria,104,12,1572,205
247,2020-04-10,Algeria,94,30,1666,235
248,2020-04-11,Algeria,95,21,1761,256
249,2020-04-12,Algeria,64,19,1825,275
250,2020-04-13,Algeria,89,18,1914,293
251,2020-04-14,Algeria,69,20,1983,313
252,2020-04-15,Algeria,87,12,2070,325
253,2020-04-16,Algeria,90,11,2160,336
254,2020-04-17,Algeria,108,12,2268,348
255,2020-04-18,Algeria,150,16,2418,364
256,2020-04-19,Algeria,117,3,2535,367
257,2020-04-20,Algeria,94,8,2629,375
258,2020-04-21,Algeria,89,9,2718,384
259,2020-04-22,Algeria,93,8,2811,392
260,2020-04-23,Algeria,99,10,2910,402
261,2020-03-03,Andorra,1,0,1,0
262,2020-03-14,Andorra,1,0,2,0
263,2020-03-16,Andorra,3,0,5,0
264,2020-03-17,Andorra,9,0,14,0
265,2020-03-18,Andorra,0,0,14,0
266,2020-03-19,Andorra,39,0,53,0
267,2020-03-20,Andorra,22,0,75,0
268,2020-03-21,Andorra,0,0,75,0
269,2020-03-22,Andorra,13,0,88,0
270,2020-03-23,Andorra,25,0,113,0
271,2020-03-24,Andorra,20,0,133,0
272,2020-03-25,Andorra,31,0,164,0
273,2020-03-26,Andorra,24,0,188,0
274,2020-03-27,Andorra,36,3,224,3
275,2020-03-28,Andorra,43,0,267,3
276,2020-03-29,Andorra,41,1,308,4
277,2020-03-30,Andorra,26,2,334,6
278,2020-03-31,Andorra,36,2,370,8
279,2020-04-01,Andorra,6,4,376,12
280,2020-04-02,Andorra,14,2,390,14
281,2020-04-03,Andorra,38,1,428,15
282,2020-04-04,Andorra,11,1,439,16
283,2020-04-05,Andorra,27,1,466,17
284,2020-04-06,Andorra,35,1,501,18
285,2020-04-07,Andorra,25,3,526,21
286,2020-04-08,Andorra,19,1,545,22
287,2020-04-09,Andorra,19,1,564,23
288,2020-04-10,Andorra,19,2,583,25
289,2020-04-11,Andorra,18,1,601,26
290,2020-04-12,Andorra,21,2,622,28
291,2020-04-13,Andorra,16,1,638,29
292,2020-04-14,Andorra,8,0,646,29
293,2020-04-15,Andorra,13,2,659,31
294,2020-04-16,Andorra,14,2,673,33
295,2020-04-17,Andorra,9,0,682,33
296,2020-04-18,Andorra,14,2,696,35
297,2020-04-19,Andorra,8,0,704,35
298,2020-04-20,Andorra,9,1,713,36
299,2020-04-21,Andorra,4,0,717,36
300,2020-04-22,Andorra,0,1,717,37
301,2020-04-23,Andorra,6,0,723,37
302,2020-03-22,Angola,2,0,2,0
303,2020-03-23,Angola,0,0,2,0
304,2020-03-24,Angola,0,0,2,0
305,2020-03-25,Angola,0,0,2,0
306,2020-03-26,Angola,0,0,2,0
307,2020-03-27,Angola,1,0,3,0
308,2020-03-28,Angola,1,0,4,0
309,2020-03-29,Angola,0,0,4,0
310,2020-03-30,Angola,3,2,7,2
311,2020-03-31,Angola,0,0,7,2
312,2020-04-01,Angola,0,0,7,2
313,2020-04-02,Angola,1,0,8,2
314,2020-04-03,Angola,0,0,8,2
315,2020-04-04,Angola,0,0,8,2
316,2020-04-05,Angola,2,0,10,2
317,2020-04-06,Angola,4,0,14,2
318,2020-04-07,Angola,2,0,16,2
319,2020-04-08,Angola,1,0,17,2
320,2020-04-09,Angola,2,0,19,2
321,2020-04-10,Angola,0,0,19,2
322,2020-04-11,Angola,0,0,19,2
323,2020-04-12,Angola,0,0,19,2
324,2020-04-13,Angola,0,0,19,2
325,2020-04-14,Angola,0,0,19,2
326,2020-04-15,Angola,0,0,19,2
327,2020-04-16,Angola,0,0,19,2
328,2020-04-17,Angola,0,0,19,2
329,2020-04-18,Angola,0,0,19,2
330,2020-04-19,Angola,5,0,24,2
331,2020-04-20,Angola,0,0,24,2
332,2020-04-21,Angola,0,0,24,2
333,2020-04-22,Angola,0,0,24,2
334,2020-04-23,Angola,0,0,24,2
335,2020-03-27,Anguilla,2,0,2,0
336,2020-03-28,Anguilla,0,0,2,0
337,2020-03-29,Anguilla,0,0,2,0
338,2020-03-30,Anguilla,0,0,2,0
339,2020-03-31,Anguilla,0,0,2,0
340,2020-04-01,Anguilla,0,0,2,0
341,2020-04-02,Anguilla,0,0,2,0
342,2020-04-03,Anguilla,1,0,3,0
343,2020-04-04,Anguilla,0,0,3,0
344,2020-04-05,Anguilla,0,0,3,0
345,2020-04-06,Anguilla,0,0,3,0
346,2020-04-07,Anguilla,0,0,3,0
347,2020-04-08,Anguilla,0,0,3,0
348,2020-04-09,Anguilla,0,0,3,0
349,2020-04-10,Anguilla,0,0,3,0
350,2020-04-11,Anguilla,0,0,3,0
351,2020-04-12,Anguilla,0,0,3,0
352,2020-04-13,Anguilla,0,0,3,0
353,2020-04-14,Anguilla,0,0,3,0
354,2020-04-15,Anguilla,0,0,3,0
355,2020-04-16,Anguilla,0,0,3,0
356,2020-04-17,Anguilla,0,0,3,0
357,2020-04-18,Anguilla,0,0,3,0
358,2020-04-19,Anguilla,0,0,3,0
359,2020-04-20,Anguilla,0,0,3,0
360,2020-04-21,Anguilla,0,0,3,0
361,2020-04-22,Anguilla,0,0,3,0
362,2020-04-23,Anguilla,0,0,3,0
363,2020-03-15,Antigua and Barbuda,1,0,1,0
364,2020-03-21,Antigua and Barbuda,0,0,1,0
365,2020-03-22,Antigua and Barbuda,0,0,1,0
366,2020-03-23,Antigua and Barbuda,0,0,1,0
367,2020-03-24,Antigua and Barbuda,0,0,1,0
368,2020-03-25,Antigua and Barbuda,2,0,3,0
369,2020-03-26,Antigua and Barbuda,0,0,3,0
370,2020-03-27,Antigua and Barbuda,4,0,7,0
371,2020-03-28,Antigua and Barbuda,0,0,7,0
372,2020-03-29,Antigua and Barbuda,0,0,7,0
373,2020-03-30,Antigua and Barbuda,0,0,7,0
374,2020-03-31,Antigua and Barbuda,0,0,7,0
375,2020-04-01,Antigua and Barbuda,0,0,7,0
376,2020-04-02,Antigua and Barbuda,0,0,7,0
377,2020-04-03,Antigua and Barbuda,2,0,9,0
378,2020-04-04,Antigua and Barbuda,6,0,15,0
379,2020-04-05,Antigua and Barbuda,0,0,15,0
380,2020-04-06,Antigua and Barbuda,0,0,15,0
381,2020-04-07,Antigua and Barbuda,0,0,15,0
382,2020-04-08,Antigua and Barbuda,0,0,15,0
383,2020-04-09,Antigua and Barbuda,0,0,15,0
384,2020-04-10,Antigua and Barbuda,4,2,19,2
385,2020-04-11,Antigua and Barbuda,2,0,21,2
386,2020-04-12,Antigua and Barbuda,0,0,21,2
387,2020-04-13,Antigua and Barbuda,0,0,21,2
388,2020-04-14,Antigua and Barbuda,2,0,23,2
389,2020-04-15,Antigua and Barbuda,0,0,23,2
390,2020-04-16,Antigua and Barbuda,0,0,23,2
391,2020-04-17,Antigua and Barbuda,0,0,23,2
392,2020-04-18,Antigua and Barbuda,0,0,23,2
393,2020-04-19,Antigua and Barbuda,0,0,23,2
394,2020-04-20,Antigua and Barbuda,0,0,23,2
395,2020-04-21,Antigua and Barbuda,0,1,23,3
396,2020-04-22,Antigua and Barbuda,1,0,24,3
397,2020-04-23,Antigua and Barbuda,0,0,24,3
398,2020-03-04,Argentina,1,0,1,0
399,2020-03-06,Argentina,1,0,2,0
400,2020-03-07,Argentina,6,0,8,0
401,2020-03-08,Argentina,1,1,9,1
402,2020-03-09,Argentina,3,0,12,1
403,2020-03-11,Argentina,7,0,19,1
404,2020-03-13,Argentina,12,0,31,1
405,2020-03-14,Argentina,3,1,34,2
406,2020-03-15,Argentina,11,0,45,2
407,2020-03-16,Argentina,11,0,56,2
408,2020-03-17,Argentina,9,0,65,2
409,2020-03-18,Argentina,14,0,79,2
410,2020-03-19,Argentina,18,0,97,2
411,2020-03-20,Argentina,31,1,128,3
412,2020-03-21,Argentina,30,0,158,3
413,2020-03-22,Argentina,67,1,225,4
414,2020-03-23,Argentina,41,0,266,4
415,2020-03-24,Argentina,35,0,301,4
416,2020-03-25,Argentina,86,2,387,6
417,2020-03-26,Argentina,115,2,502,8
418,2020-03-27,Argentina,87,4,589,12
419,2020-03-28,Argentina,101,5,690,17
420,2020-03-29,Argentina,55,2,745,19
421,2020-03-30,Argentina,75,1,820,20
422,2020-03-31,Argentina,146,4,966,24
423,2020-04-01,Argentina,0,0,966,24
424,2020-04-02,Argentina,167,7,1133,31
425,2020-04-03,Argentina,0,3,1133,34
426,2020-04-04,Argentina,132,3,1265,37
427,2020-04-05,Argentina,186,6,1451,43
428,2020-04-06,Argentina,103,3,1554,46
429,2020-04-07,Argentina,74,7,1628,53
430,2020-04-08,Argentina,87,7,1715,60
431,2020-04-09,Argentina,80,5,1795,65
432,2020-04-10,Argentina,99,14,1894,79
433,2020-04-11,Argentina,81,3,1975,82
434,2020-04-12,Argentina,162,7,2137,89
435,2020-04-13,Argentina,66,6,2203,95
436,2020-04-14,Argentina,69,3,2272,98
437,2020-04-15,Argentina,160,7,2432,105
438,2020-04-16,Argentina,0,4,2432,109
439,2020-04-17,Argentina,128,6,2560,115
440,2020-04-18,Argentina,98,7,2658,122
441,2020-04-19,Argentina,170,10,2828,132
442,2020-04-20,Argentina,102,2,2930,134
443,2020-04-21,Argentina,90,8,3020,142
444,2020-04-22,Argentina,112,9,3132,151
445,2020-04-23,Argentina,144,8,3276,159
446,2019-12-31,Armenia,0,0,0,0
447,2020-01-01,Armenia,0,0,0,0
448,2020-01-02,Armenia,0,0,0,0
449,2020-01-03,Armenia,0,0,0,0
450,2020-01-04,Armenia,0,0,0,0
451,2020-01-05,Armenia,0,0,0,0
452,2020-01-06,Armenia,0,0,0,0
453,2020-01-07,Armenia,0,0,0,0
454,2020-01-08,Armenia,0,0,0,0
455,2020-01-09,Armenia,0,0,0,0
456,2020-01-10,Armenia,0,0,0,0
457,2020-01-11,Armenia,0,0,0,0
458,2020-01-12,Armenia,0,0,0,0
459,2020-01-13,Armenia,0,0,0,0
460,2020-01-14,Armenia,0,0,0,0
461,2020-01-15,Armenia,0,0,0,0
462,2020-01-16,Armenia,0,0,0,0
463,2020-01-17,Armenia,0,0,0,0
464,2020-01-18,Armenia,0,0,0,0
465,2020-01-19,Armenia,0,0,0,0
466,2020-01-20,Armenia,0,0,0,0
467,2020-01-21,Armenia,0,0,0,0
468,2020-01-22,Armenia,0,0,0,0
469,2020-01-23,Armenia,0,0,0,0
470,2020-01-24,Armenia,0,0,0,0
471,2020-01-25,Armenia,0,0,0,0
472,2020-01-26,Armenia,0,0,0,0
473,2020-01-27,Armenia,0,0,0,0
474,2020-01-28,Armenia,0,0,0,0
475,2020-01-29,Armenia,0,0,0,0
476,2020-01-30,Armenia,0,0,0,0
477,2020-01-31,Armenia,0,0,0,0
478,2020-02-01,Armenia,0,0,0,0
479,2020-02-02,Armenia,0,0,0,0
480,2020-02-03,Armenia,0,0,0,0
481,2020-02-04,Armenia,0,0,0,0
482,2020-02-05,Armenia,0,0,0,0
483,2020-02-06,Armenia,0,0,0,0
484,2020-02-07,Armenia,0,0,0,0
485,2020-02-08,Armenia,0,0,0,0
486,2020-02-09,Armenia,0,0,0,0
487,2020-02-10,Armenia,0,0,0,0
488,2020-02-11,Armenia,0,0,0,0
489,2020-02-12,Armenia,0,0,0,0
490,2020-02-13,Armenia,0,0,0,0
491,2020-02-14,Armenia,0,0,0,0
492,2020-02-15,Armenia,0,0,0,0
493,2020-02-16,Armenia,0,0,0,0
494,2020-02-17,Armenia,0,0,0,0
495,2020-02-18,Armenia,0,0,0,0
496,2020-02-19,Armenia,0,0,0,0
497,2020-02-20,Armenia,0,0,0,0
498,2020-02-21,Armenia,0,0,0,0
499,2020-02-22,Armenia,0,0,0,0
500,2020-02-23,Armenia,0,0,0,0
501,2020-02-24,Armenia,0,0,0,0
502,2020-02-25,Armenia,0,0,0,0
503,2020-02-26,Armenia,0,0,0,0
504,2020-02-27,Armenia,0,0,0,0
505,2020-02-28,Armenia,0,0,0,0
506,2020-02-29,Armenia,0,0,0,0
507,2020-03-01,Armenia,1,0,1,0
508,2020-03-02,Armenia,0,0,1,0
509,2020-03-12,Armenia,3,0,4,0
510,2020-03-13,Armenia,2,0,6,0
511,2020-03-14,Armenia,7,0,13,0
512,2020-03-15,Armenia,7,0,20,0
513,2020-03-16,Armenia,10,0,30,0
514,2020-03-17,Armenia,22,0,52,0
515,2020-03-18,Armenia,26,0,78,0
516,2020-03-19,Armenia,37,0,115,0
517,2020-03-20,Armenia,7,0,122,0
518,2020-03-21,Armenia,14,0,136,0
519,2020-03-22,Armenia,24,0,160,0
520,2020-03-23,Armenia,30,0,190,0
521,2020-03-24,Armenia,4,0,194,0
522,2020-03-25,Armenia,71,0,265,0
523,2020-03-26,Armenia,25,0,290,0
524,2020-03-27,Armenia,39,1,329,1
525,2020-03-28,Armenia,43,0,372,1
526,2020-03-29,Armenia,52,2,424,3
527,2020-03-30,Armenia,0,0,424,3
528,2020-03-31,Armenia,58,0,482,3
529,2020-04-01,Armenia,50,0,532,3
530,2020-04-02,Armenia,39,0,571,3
531,2020-04-03,Armenia,92,1,663,4
532,2020-04-04,Armenia,73,3,736,7
533,2020-04-05,Armenia,34,0,770,7
534,2020-04-06,Armenia,52,0,822,7
535,2020-04-07,Armenia,11,1,833,8
536,2020-04-08,Armenia,20,0,853,8
537,2020-04-09,Armenia,28,1,881,9
538,2020-04-10,Armenia,40,1,921,10
539,2020-04-11,Armenia,16,1,937,11
540,2020-04-12,Armenia,30,2,967,13
541,2020-04-13,Armenia,46,0,1013,13
542,2020-04-14,Armenia,26,1,1039,14
543,2020-04-15,Armenia,72,3,1111,17
544,2020-04-16,Armenia,48,1,1159,18
545,2020-04-17,Armenia,42,1,1201,19
546,2020-04-18,Armenia,47,1,1248,20
547,2020-04-19,Armenia,43,0,1291,20
548,2020-04-20,Armenia,48,2,1339,22
549,2020-04-21,Armenia,62,2,1401,24
550,2020-04-22,Armenia,72,0,1473,24
551,2020-04-23,Armenia,50,0,1523,24
552,2020-03-13,Aruba,2,0,2,0
553,2020-03-20,Aruba,2,0,4,0
554,2020-03-24,Aruba,8,0,12,0
555,2020-03-25,Aruba,5,0,17,0
556,2020-03-26,Aruba,2,0,19,0
557,2020-03-27,Aruba,9,0,28,0
558,2020-03-28,Aruba,0,0,28,0
559,2020-03-29,Aruba,0,0,28,0
560,2020-03-30,Aruba,22,0,50,0
561,2020-04-01,Aruba,5,0,55,0
562,2020-04-02,Aruba,0,0,55,0
563,2020-04-03,Aruba,5,0,60,0
564,2020-04-04,Aruba,2,0,62,0
565,2020-04-05,Aruba,2,0,64,0
566,2020-04-06,Aruba,0,0,64,0
567,2020-04-07,Aruba,7,0,71,0
568,2020-04-08,Aruba,3,0,74,0
569,2020-04-09,Aruba,3,0,77,0
570,2020-04-10,Aruba,5,0,82,0
571,2020-04-11,Aruba,4,0,86,0
572,2020-04-12,Aruba,6,0,92,0
573,2020-04-13,Aruba,0,0,92,0
574,2020-04-14,Aruba,0,0,92,0
575,2020-04-15,Aruba,0,0,92,0
576,2020-04-16,Aruba,1,1,93,1
577,2020-04-17,Aruba,2,0,95,1
578,2020-04-18,Aruba,1,1,96,2
579,2020-04-19,Aruba,0,0,96,2
580,2020-04-20,Aruba,1,0,97,2
581,2020-04-21,Aruba,0,0,97,2
582,2020-04-22,Aruba,0,0,97,2
583,2020-04-23,Aruba,3,0,100,2
584,2019-12-31,Australia,0,0,0,0
585,2020-01-01,Australia,0,0,0,0
586,2020-01-02,Australia,0,0,0,0
587,2020-01-03,Australia,0,0,0,0
588,2020-01-04,Australia,0,0,0,0
589,2020-01-05,Australia,0,0,0,0
590,2020-01-06,Australia,0,0,0,0
591,2020-01-07,Australia,0,0,0,0
592,2020-01-08,Australia,0,0,0,0
593,2020-01-09,Australia,0,0,0,0
594,2020-01-10,Australia,0,0,0,0
595,2020-01-11,Australia,0,0,0,0
596,2020-01-12,Australia,0,0,0,0
597,2020-01-13,Australia,0,0,0,0
598,2020-01-14,Australia,0,0,0,0
599,2020-01-15,Australia,0,0,0,0
600,2020-01-16,Australia,0,0,0,0
601,2020-01-17,Australia,0,0,0,0
602,2020-01-18,Australia,0,0,0,0
603,2020-01-19,Australia,0,0,0,0
604,2020-01-20,Australia,0,0,0,0
605,2020-01-21,Australia,0,0,0,0
606,2020-01-22,Australia,0,0,0,0
607,2020-01-23,Australia,0,0,0,0
608,2020-01-24,Australia,0,0,0,0
609,2020-01-25,Australia,1,0,1,0
610,2020-01-26,Australia,3,0,4,0
611,2020-01-27,Australia,0,0,4,0
612,2020-01-28,Australia,0,0,4,0
613,2020-01-29,Australia,0,0,4,0
614,2020-01-30,Australia,2,0,6,0
615,2020-01-31,Australia,1,0,7,0
616,2020-02-01,Australia,2,0,9,0
